"","carat","length","width","depth","cut","color","clarity","fdepth","table"
"4818",0.54,5.11,5.05,3.29,"Fair","F","SI1",64.8,59
"4819",0.54,5.24,5.21,3.23,"Ideal","H","VVS1",61.8,55
"4820",0.53,5.26,5.3,3.19,"Ideal","G","VVS2",60.4,59
"4821",0.55,5.36,5.37,3.24,"Ideal","G","VVS2",60.5,56
"4822",0.56,5.28,5.32,3.29,"Ideal","G","VVS2",62,54
"4823",0.57,5.33,5.3,3.3,"Ideal","G","VS1",62.1,56
"4824",0.57,5.29,5.26,3.32,"Ideal","E","VS2",62.9,57
"4825",0.86,6.05,5.97,3.79,"Very Good","J","SI2",63.2,61
"4826",0.71,5.79,5.85,3.49,"Premium","I","VS2",60,58
"4827",0.54,5.1,5.17,3.25,"Very Good","E","VVS2",63.3,60
"4828",0.53,5.28,5.24,3.19,"Ideal","D","VS2",60.6,57
"4829",0.53,5.23,5.2,3.19,"Ideal","D","VS2",61.2,56
"4830",0.53,5.15,5.18,3.23,"Premium","H","IF",62.5,59
"4831",0.31,4.33,4.37,2.69,"Ideal","D","SI1",61.8,57
"4832",0.25,4.06,4.08,2.51,"Ideal","F","VS2",61.6,55
"4833",0.23,3.94,3.97,2.43,"Ideal","G","VVS1",61.5,57
"4834",0.7,5.58,5.62,3.54,"Very Good","J","SI2",63.2,60
"4835",0.71,5.65,5.6,3.59,"Good","G","SI2",63.8,56
"4836",0.51,5.13,5.16,3.17,"Ideal","D","VS1",61.6,57
"4837",0.56,5.33,5.37,3.27,"Very Good","E","VS2",61.1,57
"4838",0.51,5.14,5.15,3.16,"Ideal","G","VVS1",61.4,56
"4839",0.75,5.79,5.85,3.55,"Good","J","SI1",61,59
"4840",0.5,5.07,5.1,3.19,"Ideal","G","VVS1",62.7,57
"4841",0.71,5.82,5.77,3.48,"Premium","J","VS2",60.1,61
"4842",0.51,5.12,5.15,31.8,"Very Good","E","VS1",61.8,54.7
"4843",0.7,5.7,5.74,3.52,"Ideal","J","VS2",61.5,57
"4844",0.7,5.65,5.69,3.51,"Ideal","J","VS2",61.9,57
"4845",0.51,5.15,5.12,3.16,"Premium","G","VVS2",61.5,56
"4846",0.55,5.39,5.42,3.16,"Very Good","D","VS2",58.5,58.4
"4847",0.5,5.05,5.08,3.24,"Good","G","IF",64,55
"4848",0.66,5.54,5.58,3.42,"Very Good","H","VS1",61.6,58.1
"4849",0.58,5.36,5.39,3.29,"Ideal","F","VS1",61.2,57
"4850",0.67,5.53,5.57,3.52,"Very Good","H","VS1",63.4,59
"4851",0.71,5.66,5.62,3.57,"Very Good","J","VS1",63.3,55
"4852",0.58,5.32,5.38,3.32,"Ideal","F","VS1",62.1,56
"4853",0.54,5.22,5.3,3.23,"Ideal","G","VVS2",61.4,55
"4854",0.71,5.76,5.87,3.54,"Very Good","J","SI2",60.9,55
"4855",0.72,5.75,5.71,3.56,"Premium","J","SI1",62.1,59
"4856",0.54,5.22,5.16,3.22,"Premium","F","VS2",62,59
"4857",0.64,5.52,5.49,3.42,"Ideal","D","SI1",62.1,57
"4858",0.46,4.92,4.97,3.05,"Very Good","D","VVS1",61.6,59
"4859",0.54,5.31,5.27,3.22,"Premium","D","VS2",60.9,58
"4860",0.59,5.41,5.43,3.34,"Ideal","E","SI1",61.6,55
"4861",0.6,5.44,5.4,3.37,"Ideal","D","SI1",62.2,56
"4862",0.7,5.57,5.54,3.63,"Fair","E","SI2",65.3,56
"4863",0.7,5.67,5.63,3.51,"Premium","H","SI2",62.1,62
"4864",0.3,4.29,4.25,2.76,"Fair","D","SI2",64.6,54
"4865",0.31,4.44,4.39,2.63,"Premium","I","SI1",59.6,58
"4866",0.34,4.47,4.5,2.74,"Premium","H","VS2",61.1,58
"4867",0.72,5.67,5.71,3.61,"Very Good","G","SI2",63.4,57
"4868",0.74,5.79,5.77,3.59,"Premium","E","SI2",62.2,57
"4869",0.51,5.1,5.14,3.19,"Ideal","G","VVS1",62.3,55
"4870",0.71,5.73,5.77,3.51,"Premium","H","SI1",61,58
"4871",0.54,5.27,5.21,3.26,"Premium","D","VS2",62.2,56
"4872",0.7,5.69,5.76,3.52,"Premium","G","SI1",61.5,58
"4873",0.52,5.17,5.14,3.17,"Premium","G","VVS2",61.5,62
"4874",0.52,5.16,5.14,3.18,"Ideal","G","VVS2",61.7,56
"4875",0.72,5.66,5.73,3.54,"Very Good","G","SI2",62.1,59
"4876",0.56,5.34,5.3,3.28,"Ideal","F","VS1",61.7,54
"4877",0.5,5.08,5.05,3.14,"Ideal","F","VVS2",62,56
"4878",0.53,5.19,5.24,3.22,"Ideal","E","VS1",61.6,55.6
"4879",0.51,5.33,5.29,3.09,"Premium","E","VS1",58.2,58
"4880",0.55,5.22,5.25,3.27,"Ideal","G","VVS2",62.5,56
"4881",0.7,5.75,5.79,3.5,"Very Good","I","VS2",60.7,59
"4882",0.76,5.87,5.91,3.64,"Ideal","J","VS2",61.8,54
"4883",0.72,5.68,5.73,3.55,"Very Good","J","VS2",62.2,58
"4884",0.7,5.57,5.65,3.55,"Good","H","SI1",63.3,60
"4885",0.55,5.29,5.26,3.26,"Ideal","D","VS2",61.8,54
"4886",0.56,5.32,5.29,3.25,"Ideal","E","VS1",61.3,55
"4887",0.7,5.59,5.63,3.61,"Good","I","SI1",64.3,57
"4888",0.7,5.46,5.59,3.59,"Fair","F","SI2",64.9,58
"4889",0.7,5.73,5.7,3.53,"Premium","E","SI2",61.8,58
"4890",0.57,5.29,5.3,3.28,"Ideal","G","VVS2",61.9,56
"4891",0.59,5.41,5.34,3.38,"Premium","G","VVS2",62.8,54
"4892",0.54,5.23,5.25,3.24,"Ideal","G","VVS1",61.9,54
"4893",0.7,5.64,5.68,3.54,"Very Good","G","SI1",62.5,60
"4894",0.74,5.93,5.88,3.53,"Premium","I","SI2",59.8,58
"4895",0.52,5.28,5.31,3.14,"Very Good","G","VVS1",59.2,58
"4896",0.57,5.32,5.28,3.27,"Premium","D","VS2",61.7,60
"4897",0.36,4.56,4.6,2.84,"Ideal","D","SI2",62,56
"4898",0.36,4.54,4.59,2.86,"Ideal","G","SI1",62.7,55
"4899",0.34,4.54,4.58,2.76,"Ideal","H","VS2",60.5,56
"4900",0.72,5.76,5.83,3.56,"Ideal","I","VS1",61,57
"4901",0.73,5.68,5.64,3.66,"Fair","G","SI2",64.7,60
"4902",0.57,5.31,5.28,3.29,"Premium","F","SI1",62.1,59
"4903",0.71,5.7,5.75,3.55,"Ideal","J","VS2",62,56
"4904",0.77,5.8,5.84,3.63,"Very Good","I","VS2",62.4,63
"4905",0.71,5.6,5.57,3.62,"Fair","G","SI2",64.8,58
"4906",0.7,5.81,5.79,3.37,"Premium","G","SI2",58.1,60
"4907",0.7,5.77,5.82,3.44,"Very Good","I","SI1",59.4,62
"4908",0.57,5.44,5.36,3.25,"Premium","G","VVS2",60.2,60
"4909",0.57,5.34,5.36,3.27,"Ideal","G","VS1",61.1,57
"4910",0.71,5.59,5.69,3.57,"Very Good","J","VS1",63.3,57
"4911",0.52,5.12,5.16,3.19,"Very Good","F","VVS2",62.1,58
"4912",0.52,5.19,5.29,3.18,"Ideal","G","VVS1",60.7,55
"4913",0.7,5.58,5.62,3.55,"Good","H","SI1",63.4,61
"4914",0.56,5.35,5.28,3.24,"Ideal","D","VS2",61,57
"4915",0.56,5.37,5.33,3.27,"Ideal","E","VS2",61.1,57
"4916",0.6,5.43,5.45,3.33,"Ideal","E","SI1",61.2,57
"4917",0.69,5.9,5.84,3.39,"Fair","G","VS1",57.8,66
"4918",0.7,5.7,5.73,3.47,"Very Good","G","SI1",60.7,58
"4919",0.64,5.55,5.53,3.46,"Ideal","F","VS2",62.5,56
"4920",0.71,5.67,5.7,3.55,"Very Good","H","SI1",62.4,58
"4921",0.72,5.68,5.71,3.56,"Very Good","G","SI2",62.5,56
"4922",0.55,5.33,5.3,3.25,"Ideal","E","VS1",61.1,55
"4923",0.5,5.08,5.05,3.24,"Good","G","IF",64,55
"4924",0.51,5.12,5.17,3.2,"Ideal","F","VVS2",62.2,57
"4925",0.65,5.51,5.53,3.47,"Very Good","I","VVS1",62.9,58
"4926",0.71,5.68,5.62,3.58,"Very Good","G","SI2",63.4,56
"4927",0.71,5.78,5.81,3.52,"Very Good","F","SI1",60.7,57
"4928",0.64,5.57,5.53,3.44,"Ideal","E","SI1",62,56
"4929",0.6,5.39,5.41,3.31,"Ideal","G","VS1",61.3,60
"4930",0.26,4.11,4.14,2.55,"Very Good","E","VVS1",61.8,59
"4931",0.31,4.25,4.28,2.73,"Good","H","VS1",64,59
"4932",0.4,4.75,4.77,2.96,"Ideal","H","SI2",62.2,55
"4933",0.51,5.17,5.19,3.17,"Ideal","F","VVS2",61.2,56
"4934",0.59,5.44,5.49,3.31,"Very Good","E","VS2",60.6,60
"4935",0.58,5.45,5.4,3.24,"Premium","G","VVS2",59.7,59
"4936",0.7,5.69,5.82,3.51,"Ideal","J","SI1",61,56
"4937",0.55,5.33,5.38,3.22,"Ideal","I","IF",60.1,56
"4938",0.7,5.67,5.74,3.49,"Very Good","F","SI2",61.2,57
"4939",0.66,5.68,5.72,3.31,"Good","G","VS2",58.1,59.9
"4940",0.59,5.39,5.34,3.32,"Ideal","D","VS2",61.9,56
"4941",0.5,5.08,5.11,3.16,"Very Good","E","VVS2",62,55
"4942",0.7,5.69,5.76,3.56,"Premium","G","SI1",62.2,58
"4943",0.55,5.3,5.28,3.24,"Ideal","E","VS1",61.2,57
"4944",0.7,5.69,5.7,3.48,"Ideal","H","SI1",61.1,58
"4945",0.74,5.77,5.73,3.61,"Premium","G","SI2",62.8,57
"4946",0.75,5.99,6.03,3.52,"Very Good","F","SI2",58.6,60
"4947",0.6,5.4,5.43,3.36,"Ideal","E","VS2",62,56
"4948",0.7,5.74,5.67,3.54,"Ideal","H","SI1",62.1,56
"4949",0.78,5.82,5.88,3.69,"Good","I","SI1",63.1,56
"4950",0.56,5.33,5.28,3.28,"Ideal","E","VS1",61.8,55
"4951",0.55,5.28,5.3,3.27,"Ideal","F","VS1",61.8,55
"4952",0.7,5.56,5.67,3.58,"Good","F","SI1",63.8,58
"4953",0.61,5.55,5.59,3.35,"Very Good","H","VS1",60.1,56
"4954",0.61,5.41,5.48,3.31,"Good","E","VS2",60.8,59
"4955",0.7,5.49,5.41,3.55,"Fair","E","SI1",65.1,56
"4956",0.55,5.25,5.22,3.27,"Ideal","G","VVS2",62.5,56
"4957",0.67,5.71,5.8,3.41,"Very Good","G","VS2",59.4,59.4
"4958",0.72,5.56,5.64,3.68,"Fair","I","VVS2",65.7,57
"4959",0.55,5.27,5.29,3.26,"Ideal","D","VS2",61.7,55
"4960",0.53,5.23,5.3,3.1,"Very Good","G","VVS1",58.9,60
"4961",0.52,5.22,5.24,3.17,"Ideal","F","VVS2",60.6,56
"4962",0.52,5.19,5.22,3.2,"Ideal","F","VS1",61.5,56
"4963",0.32,4.41,4.37,2.75,"Ideal","F","SI2",62.6,56
"4964",0.32,4.39,4.33,2.7,"Premium","J","VS1",61.9,58
"4965",0.32,4.38,4.35,2.73,"Ideal","G","SI2",62.5,57
"4966",0.7,5.77,5.71,3.42,"Premium","F","SI2",59.6,60
"4967",0.71,5.78,5.84,3.42,"Very Good","I","SI1",58.9,59
"4968",0.7,5.77,5.74,3.45,"Ideal","H","SI2",59.9,57
"4969",0.76,5.88,5.84,3.64,"Ideal","G","SI2",62.1,54
"4970",0.51,5.13,5.16,3.19,"Ideal","D","VVS2",62,55
"4971",0.7,5.62,5.67,3.51,"Very Good","I","SI1",62.2,55
"4972",0.53,5.37,5.31,3.16,"Premium","D","VS1",59.2,60
"4973",0.7,5.67,5.73,3.45,"Premium","J","IF",60.5,59
"4974",0.52,5.31,5.28,3.14,"Premium","G","VVS1",59.2,58
"4975",0.59,5.34,5.39,3.34,"Ideal","G","VVS2",62.3,56
"4976",0.63,5.42,5.46,3.43,"Very Good","G","VS1",63.1,58
"4977",0.83,6.03,6.08,3.67,"Good","J","SI1",60.6,63
"4978",0.5,5.11,5.09,3.17,"Ideal","F","VVS2",62.2,54
"4979",0.7,5.62,5.78,3.55,"Very Good","F","SI1",62.3,58
"4980",0.73,5.82,5.85,3.55,"Premium","G","SI1",60.8,58
"4981",0.7,5.61,5.49,3.51,"Very Good","E","SI1",63.2,61
"4982",0.5,5.13,5.16,3.14,"Ideal","F","VVS1",61,57
"4983",0.61,5.46,5.5,3.34,"Ideal","G","VS1",60.9,57
"4984",0.56,5.37,5.34,3.21,"Premium","E","VS2",59.9,58
"4985",0.59,5.35,5.39,3.34,"Ideal","G","VVS2",62.2,56
"4986",0.72,5.78,5.82,3.57,"Ideal","G","SI2",61.6,54
"4987",0.59,5.35,5.39,3.31,"Ideal","E","VS1",61.6,57
"4988",0.53,5.19,5.22,3.24,"Ideal","F","VVS2",62.2,54
"4989",0.7,5.8,5.75,3.48,"Premium","H","SI1",60.3,55
"4990",0.51,5.17,5.14,3.19,"Ideal","D","VS1",61.9,57
"4991",0.62,5.44,5.46,3.4,"Ideal","G","VS1",62.4,57
"4992",0.71,5.68,5.63,3.55,"Premium","H","VS2",62.8,59
"4993",0.7,5.67,5.62,3.5,"Premium","G","SI1",62,61
"4994",0.7,5.78,5.73,3.44,"Premium","F","SI2",59.8,56
"4995",0.63,5.42,5.44,3.44,"Very Good","G","VVS2",63.3,59.2
"4996",0.3,4.28,4.24,2.65,"Premium","H","SI1",62.2,60
"4997",0.3,4.24,4.21,2.68,"Very Good","H","SI1",63.4,58
"4998",0.33,4.49,4.52,2.66,"Very Good","H","VS1",59,62
"4999",0.8,5.86,5.84,3.74,"Good","F","SI2",63.9,57
"5000",0.5,5.11,5.13,3.16,"Ideal","E","VS1",61.7,57
"5001",0.57,5.36,5.4,3.28,"Ideal","F","VS1",61,56
"5002",0.95,6.32,6.26,3.88,"Premium","J","I1",61.7,59
"5003",0.7,5.65,5.69,3.53,"Very Good","F","SI1",62.3,57
"5004",0.72,5.77,5.83,3.5,"Ideal","H","SI1",60.3,59
"5005",0.9,6.16,6.18,3.82,"Very Good","F","I1",61.9,59
"5006",0.7,5.69,5.66,3.55,"Ideal","F","SI1",62.6,56
"5007",0.56,5.28,5.3,3.28,"Ideal","G","VVS1",62,56
"5008",0.71,5.75,5.71,3.58,"Premium","I","VS1",62.5,59
"5009",0.51,5.19,5.14,3.1,"Premium","D","VS1",60,58
"5010",0.62,5.55,5.59,3.38,"Ideal","G","VS1",60.7,55
"5011",0.71,5.65,5.61,3.55,"Very Good","H","SI1",63.1,57
"5012",0.7,5.61,5.65,3.58,"Very Good","G","SI1",63.6,58
"5013",0.73,5.76,5.8,3.57,"Ideal","G","SI2",61.8,56
"5014",0.63,5.6,5.49,3.38,"Premium","F","VS2",61,61
"5015",0.7,5.61,5.66,3.54,"Very Good","H","SI1",62.8,57
"5016",0.71,5.64,5.59,3.61,"Good","D","SI2",64.3,56
"5017",0.71,5.8,5.83,3.47,"Very Good","J","VVS1",59.7,58
"5018",0.56,5.41,5.3,3.27,"Premium","F","VVS1",61.1,56
"5019",0.74,5.82,5.78,3.6,"Very Good","H","SI2",62.1,58
"5020",0.72,5.75,5.79,3.58,"Ideal","F","SI2",62,55
"5021",0.9,6.03,6.07,3.85,"Good","G","I1",63.6,61
"5022",0.74,5.83,5.84,3.62,"Ideal","I","SI1",62,53
"5023",0.7,5.67,5.7,3.51,"Very Good","F","SI1",61.7,61
"5024",0.7,5.66,5.69,3.53,"Ideal","I","VS2",62.2,55
"5025",0.58,5.43,5.46,3.28,"Ideal","H","IF",60.2,56
"5026",0.73,5.73,5.69,3.57,"Premium","H","SI2",62.5,58
"5027",0.54,5.27,5.24,3.25,"Ideal","G","VVS1",61.8,55
"5028",0.64,5.52,5.55,3.43,"Ideal","E","VS2",62,55
"5029",0.3,4.27,4.3,2.66,"Very Good","G","VS2",62.1,56
"5030",0.31,4.32,4.35,2.68,"Ideal","E","SI1",61.8,53.9
"5031",0.27,4.19,4.22,2.51,"Very Good","F","VVS1",59.7,59
"5032",0.7,5.89,5.85,3.39,"Good","E","SI2",57.8,61
"5033",0.7,5.68,5.71,3.56,"Ideal","I","VS2",61.9,53.2
"5034",0.83,6.08,6.03,3.72,"Ideal","J","VS2",61.5,57
"5035",0.5,5.11,5.13,3.13,"Ideal","D","VS2",61.1,57
"5036",0.52,5.21,5.17,3.17,"Premium","H","VVS2",61.1,59
"5037",0.72,5.69,5.63,3.57,"Very Good","F","SI2",63.1,58
"5038",0.7,5.75,5.77,3.53,"Ideal","I","VS2",61.2,55
"5039",0.7,5.64,5.45,3.52,"Very Good","F","VS2",63.5,56
"5040",0.72,5.7,5.76,3.57,"Very Good","E","SI2",62.3,58
"5041",0.71,5.73,5.77,3.53,"Ideal","I","SI1",61.4,56
"5042",1.01,6.42,6.3,3.99,"Premium","F","I1",62.6,57
"5043",0.55,5.31,5.34,3.23,"Ideal","F","VVS2",60.7,56
"5044",0.74,5.71,5.76,3.6,"Very Good","G","SI2",62.8,59
"5045",0.7,5.72,5.85,3.46,"Very Good","E","SI2",59.8,58
"5046",0.7,5.68,5.78,3.5,"Very Good","F","SI1",61.1,59
"5047",1,6.49,6.43,3.82,"Premium","G","I1",59,60
"5048",0.53,5.2,5.22,3.21,"Ideal","D","VS2",61.6,56
"5049",0.7,5.74,5.71,3.56,"Premium","H","SI1",62.2,57
"5050",0.7,5.6,5.5,3.61,"Fair","H","VS2",65,56
"5051",0.7,5.73,5.78,3.52,"Ideal","G","SI2",61.2,56
"5052",0.7,5.56,5.61,3.59,"Good","I","VS1",64.3,58
"5053",0.53,5.17,5.21,3.22,"Ideal","F","VVS1",62.1,53.2
"5054",0.7,5.58,5.63,3.54,"Good","I","VS1",63.2,55
"5055",0.53,5.19,5.23,3.2,"Ideal","F","VVS2",61.4,56
"5056",0.7,5.69,5.74,3.57,"Ideal","I","VVS2",62.5,54
"5057",0.72,5.77,5.8,3.56,"Very Good","H","SI1",61.5,56
"5058",0.73,5.81,5.79,3.57,"Ideal","G","SI1",61.6,57
"5059",0.71,5.73,5.67,3.52,"Very Good","D","SI2",61.8,63
"5060",0.71,5.58,5.61,3.6,"Good","F","SI2",64.5,55.6
"5061",0.82,6.04,5.99,3.68,"Premium","J","SI1",61.2,58
"5062",0.27,4.17,4.19,2.53,"Ideal","H","VS2",60.5,57
"5063",0.23,3.91,3.95,2.43,"Premium","E","VS1",61.8,60
"5064",0.23,3.92,3.97,2.48,"Very Good","D","VS2",62.9,57
"5065",0.31,4.32,4.37,2.66,"Premium","G","VS2",61.2,58
"5066",0.31,4.31,4.35,2.75,"Good","E","SI1",63.5,55
"5067",0.3,4.27,4.31,2.7,"Very Good","E","VS2",62.9,58
"5068",0.7,5.72,5.76,3.47,"Very Good","G","VS1",60.5,62
"5069",0.73,5.72,5.76,3.58,"Very Good","I","VS1",62.4,56
"5070",0.53,5.26,5.2,3.17,"Premium","F","VS2",60.6,58
"5071",0.56,5.36,5.33,3.18,"Premium","F","VVS2",59.5,61
"5072",0.77,5.96,5.9,3.51,"Fair","I","VVS2",59.2,66
"5073",0.8,5.88,5.95,3.71,"Very Good","H","SI2",62.7,57
"5074",0.72,5.74,5.77,3.6,"Ideal","G","SI2",62.6,52
"5075",0.64,5.49,5.54,3.43,"Very Good","D","VS2",62.2,58
"5076",0.7,5.71,5.73,3.52,"Very Good","E","SI2",61.5,56
"5077",0.7,5.71,5.73,3.55,"Premium","D","SI2",62.1,60
"5078",0.71,5.67,5.64,3.55,"Premium","I","VS2",62.8,59
"5079",0.7,5.69,5.66,3.58,"Very Good","G","VS2",63.1,58
"5080",0.51,5.18,5.23,3.09,"Very Good","F","IF",59.4,60
"5081",0.61,5.46,5.4,3.34,"Premium","D","VS1",61.5,58
"5082",0.7,5.76,5.73,3.48,"Premium","E","SI2",60.6,59
"5083",0.71,5.72,5.77,3.56,"Ideal","E","SI1",62,56
"5084",0.67,5.67,5.79,3.37,"Good","F","VS2",58.7,61.5
"5085",0.9,5.96,5.88,3.91,"Fair","G","I1",66,58
"5086",0.78,5.84,5.87,3.69,"Very Good","J","VS2",63,58
"5087",0.54,5.28,5.27,3.22,"Premium","E","VVS2",61,59
"5088",0.63,5.5,5.47,3.4,"Ideal","D","SI1",62,56
"5089",0.71,5.73,5.7,3.55,"Ideal","I","VS2",62.1,59
"5090",0.7,5.68,5.73,3.52,"Premium","G","VS2",61.7,58
"5091",0.56,5.39,5.35,3.26,"Premium","F","VS2",60.7,57
"5092",0.56,5.3,5.28,3.28,"Ideal","G","VVS1",62,56
"5093",0.74,5.78,5.85,3.59,"Very Good","F","SI2",61.7,57
"5094",0.71,5.72,5.75,3.55,"Ideal","I","SI1",62,54
"5095",0.73,5.66,5.74,3.57,"Ideal","H","SI1",62.6,57
"5096",0.87,6.17,6.14,3.78,"Premium","J","SI1",61.4,57
"5097",0.54,5.31,5.25,3.23,"Ideal","D","VVS2",61.2,55
"5098",0.31,4.28,4.34,2.69,"Very Good","H","VS1",62.4,58
"5099",0.31,4.34,4.36,2.68,"Ideal","H","VS1",61.6,56
"5100",0.31,4.3,4.35,2.73,"Good","E","SI1",63.1,57
"5101",0.73,5.71,5.76,3.53,"Very Good","F","SI1",61.6,62
"5102",0.73,5.81,5.84,3.59,"Ideal","I","VS2",61.6,54
"5103",1.14,6.63,6.55,4.2,"Good","G","I1",63.7,56
"5104",0.71,5.78,5.74,3.54,"Ideal","E","SI1",61.5,57
"5105",0.82,6.11,6.08,3.66,"Premium","E","SI2",60,56
"5106",0.61,5.42,5.45,3.39,"Ideal","G","VVS2",62.4,53.8
"5107",0.53,5.19,5.17,3.23,"Premium","E","VVS2",62.4,56
"5108",0.71,5.71,5.74,3.5,"Very Good","F","SI1",61.1,57
"5109",0.72,5.8,5.76,3.52,"Premium","I","VS2",60.9,60
"5110",0.73,5.85,5.8,3.53,"Premium","E","SI2",60.6,59
"5111",0.56,5.29,5.31,3.29,"Very Good","G","VVS2",62.1,55.6
"5112",0.7,5.71,5.74,3.42,"Good","F","SI1",59.7,64
"5113",0.57,5.31,5.35,3.31,"Ideal","F","VVS2",62.1,56
"5114",0.58,5.32,5.4,3.31,"Ideal","F","VVS2",62,55
"5115",0.71,5.72,5.75,3.6,"Ideal","G","SI1",62.8,56
"5116",1.02,6.64,6.6,3.8,"Good","G","I1",57.4,59
"5117",0.72,5.71,5.78,3.6,"Ideal","E","SI2",62.7,57
"5118",0.5,5.11,5.09,3.18,"Ideal","E","VVS2",62.4,54
"5119",0.71,5.7,5.75,3.58,"Ideal","E","VS2",62.5,56
"5120",0.91,6.01,5.99,3.84,"Good","I","SI1",64,58
"5121",0.7,5.67,5.72,3.51,"Ideal","I","VS2",61.6,56
"5122",0.76,5.81,5.84,3.61,"Very Good","I","SI1",62,56
"5123",0.7,5.8,5.72,3.46,"Premium","I","VVS2",60.1,59
"5124",0.7,5.62,5.47,3.64,"Fair","E","VS2",65.6,61
"5125",0.74,5.81,5.76,3.67,"Very Good","I","VS1",63.4,57
"5126",0.72,5.73,5.77,3.59,"Ideal","E","SI2",62.4,57
"5127",0.58,5.36,5.39,3.31,"Ideal","E","VS2",61.6,55
"5128",0.73,5.87,5.91,3.51,"Very Good","E","SI2",59.6,57
"5129",0.7,5.72,5.76,3.49,"Very Good","I","VS2",60.8,61
"5130",0.57,5.36,5.31,3.28,"Ideal","F","VVS2",61.5,57
"5131",0.31,4.34,4.37,2.7,"Ideal","G","VS2",62,57
"5132",0.31,4.29,4.32,2.74,"Good","H","VS1",63.6,55
"5133",0.31,4.35,4.36,2.73,"Ideal","E","SI1",62.7,54
"5134",0.7,5.66,5.71,3.54,"Very Good","F","VS2",62.3,56
"5135",0.71,5.77,5.71,3.56,"Premium","G","SI2",62,55
"5136",0.78,5.82,5.77,3.69,"Good","E","SI2",63.7,54
"5137",0.72,5.62,5.54,3.66,"Fair","D","SI1",65.6,60
"5138",0.61,5.46,5.49,3.41,"Ideal","F","VS1",62.3,55
"5139",0.7,5.7,5.67,3.52,"Premium","H","VS1",61.9,56
"5140",1.16,6.68,6.64,4.11,"Premium","H","I1",61.7,62
"5141",0.74,5.95,5.88,3.52,"Premium","D","SI1",59.5,60
"5142",0.73,5.82,5.84,3.57,"Premium","I","VS1",61.2,59
"5143",0.75,5.75,5.71,3.64,"Very Good","F","SI1",63.5,56
"5144",0.7,5.63,5.68,3.54,"Ideal","D","SI2",62.6,57
"5145",0.74,5.86,5.84,3.63,"Ideal","H","SI1",62.1,56
"5146",0.55,5.28,5.25,3.3,"Premium","F","VS2",62.7,58
"5147",0.7,5.72,5.67,3.53,"Premium","E","SI2",62,60
"5148",0.84,6.17,6.12,3.73,"Ideal","J","VS2",60.7,56
"5149",0.78,5.84,5.81,3.73,"Good","E","SI2",64,57
"5150",0.71,5.69,5.62,3.56,"Premium","F","SI1",63,59
"5151",0.77,5.89,5.91,3.64,"Ideal","I","SI1",61.7,56
"5152",0.7,5.73,5.7,3.51,"Ideal","H","SI1",61.4,57
"5153",0.72,5.83,5.79,3.54,"Ideal","F","SI1",60.9,53
"5154",0.71,5.79,5.75,3.54,"Premium","I","VVS2",61.4,56
"5155",0.71,5.76,5.71,3.52,"Ideal","G","SI1",61.4,57
"5156",0.71,5.76,5.79,3.54,"Ideal","G","SI2",61.3,55
"5157",0.7,5.78,5.82,3.41,"Very Good","I","VVS1",58.8,61
"5158",0.71,5.63,5.66,3.51,"Good","E","SI2",62.2,56
"5159",1.03,6.43,6.41,4.03,"Premium","J","I1",62.8,55
"5160",0.73,5.84,5.82,3.57,"Premium","I","VS1",61.2,59
"5161",0.7,5.59,5.61,3.55,"Good","H","VS2",63.4,60
"5162",0.7,5.72,5.66,3.46,"Premium","F","SI1",60.8,56
"5163",0.72,5.78,5.68,3.6,"Very Good","G","SI1",62.8,60
"5164",0.31,4.36,4.42,2.6,"Premium","E","SI1",59.2,60
"5165",0.31,4.31,4.34,2.69,"Ideal","G","VS2",62.2,56
"5166",0.35,4.57,4.63,2.75,"Very Good","H","VS2",59.8,62
"5167",0.71,5.7,5.75,3.59,"Very Good","E","SI2",62.7,59
"5168",0.72,5.75,5.78,3.59,"Ideal","E","SI2",62.3,54
"5169",0.72,5.8,5.77,3.56,"Premium","H","SI1",61.5,56
"5170",0.62,5.58,5.56,3.3,"Premium","G","VVS2",59.2,59
"5171",0.7,5.64,5.71,3.54,"Very Good","F","VS2",62.4,59
"5172",0.72,5.78,5.82,3.52,"Very Good","I","VS1",60.7,56
"5173",0.7,5.6,5.65,3.6,"Good","F","VS1",64,56
"5174",0.73,5.91,5.81,3.52,"Fair","G","VS2",60.1,65
"5175",0.76,5.87,5.9,3.64,"Ideal","F","SI2",61.9,57
"5176",0.82,5.98,5.94,3.73,"Premium","I","SI1",62.6,57
"5177",0.7,5.74,5.66,3.53,"Premium","E","SI1",61.9,59
"5178",0.73,5.72,5.69,3.61,"Very Good","E","SI2",63.3,57
"5179",0.7,5.67,5.59,3.55,"Very Good","I","VS1",63.1,57
"5180",0.7,5.6,5.57,3.54,"Very Good","I","VVS2",63.4,59
"5181",0.7,5.68,5.66,3.44,"Premium","H","VS2",60.7,59
"5182",0.71,5.72,5.8,3.54,"Ideal","D","SI2",61.5,55
"5183",0.72,5.73,5.78,3.58,"Ideal","I","VVS2",62.2,54
"5184",0.7,5.71,5.74,3.4,"Good","H","VS1",59.4,62
"5185",0.71,5.72,5.75,3.59,"Very Good","H","VS1",62.6,58
"5186",0.7,5.71,5.69,3.53,"Premium","F","SI1",61.9,59
"5187",0.76,5.8,5.76,3.76,"Premium","H","SI1",60,60
"5188",0.71,5.75,5.82,3.55,"Ideal","F","SI1",61.4,55
"5189",0.7,5.63,5.66,3.51,"Good","H","VS2",62.2,61.6
